79,77,87,77,77,89,87,79,79,81,81,85,77,83,82,83,82,82,88,83,81,82,85,78,75,88,88,94,81,88,81,87,84,98,92,92,96,97,99,92,92,100,86,89,93,98,80,89,96,100,85,97,90,96,99,92,89,83,96,88,96,91,86,92,97,98,100,97,99,98,91,99,94,99,94,99,99,100,98,96,100,93,87,88,95,99,99,95,97,94,100,96,98,98,95,96,97,96,98,97,87,97,97,98,98,99,96,100,100,99,100,97,99,97,100,99,99,99,97,98,95,98,96,99,96,98,100,100,100,98,100,99,95,98,99,96,98,99,99,99,100,100,100,99,100,93,97,96,100,97,100,98,97,100,100,99,99,98,99,99,100,99,99,98,96,98,95,100,100,99,99,99,99,98,98,98,98,96,99,93,98,100,96,100,97,100,100,100,98,99,100,98,98,100,99,100,99,99,98,99,99,99,99,97,100,100,100,100,99,97,99,99,96,99,100,100,99,100,99,99,99,99,100,97,98,98,100,97,100,100,100,99,99,98,99,99,97,100,100,96,99,100,100,99,100,100,99,98,98,100,99,99,99,100,99,100,99,100,98,100,100,97,98,100,99,100,99,99,100,100,100,100,100,100,100,97,100,98,98,99,100,100,100,100,99,100,100,99,100,99,100,99,100,100,99,99,99,98,99,100,100,100,100,100,100,99,100,100,100,100,96,100,100,99,97,100,100,99,100,98,99,99,100,99,99,100,100,99,100,98,100,100,100,100,98,100,98,100,99,100,99,99,99,98,100,98,98,100,100,100,100,100,100,99,99,100,99,100,100,99,99,99,100,100,98,100,100,100,100,100,98,99,99,99,100,96,100,100,99,98,99,99,99,100,100,100,100,99,99,98,100,100,100,100,100,100,99,99,100,100,100,97,100,99,100,100,98,99,100,99,100,100,99,99,100,99,100,100,100,100,100,100,98,98,99,99,100,100,99,100,99,100,100,100,100,99,98,100,99,99,100,100,100,100,100,100,99,100,99,98,100,100,99,99,100,100,100,100,100,99,99,99,100,100,100,100,100,100,99,100,99,100,100,99,100,100,100,100,97,100,99,100,100,100,98,99,99,99,99,100,99,100,100,100,100,99,100,100,100,100
82,76,78,76,81,82,81,82,81,88,82,79,72,81,83,83,82,76,80,78,81,81,79,85,71,82,79,91,80,80,89,92,89,95,91,89,89,84,92,81,89,84,87,87,93,89,90,95,87,93,87,91,96,89,89,93,81,90,86,94,99,96,91,94,82,98,94,86,83,94,92,92,96,91,94,95,96,94,87,92,97,96,93,96,95,96,95,98,98,94,94,88,94,99,96,94,95,96,93,92,96,94,94,91,96,100,98,97,97,95,97,95,96,95,100,95,100,95,96,98,98,96,94,97,96,97,97,98,95,99,98,93,91,96,92,97,97,97,94,98,95,88,95,96,99,93,98,95,99,94,98,98,100,99,98,98,100,97,97,95,97,99,96,96,91,93,96,98,100,97,96,98,100,96,99,95,96,97,99,98,96,100,95,98,97,97,98,99,98,97,99,99,99,96,98,96,98,100,94,98,98,96,97,97,100,95,96,94,97,95,98,98,94,98,97,96,97,98,93,98,99,97,92,98,99,97,100,93,96,100,95,99,95,98,94,96,99,97,96,97,100,99,94,96,97,96,100,99,99,97,98,98,99,100,99,96,96,98,95,98,97,94,98,97,95,97,100,99,99,95,95,98,98,98,98,98,98,99,99,100,98,99,97,99,98,97,100,98,99,98,95,95,96,98,96,100,98,96,98,97,99,100,99,97,99,98,95,96,95,98,100,98,96,100,96,97,99,97,97,95,98,96,97,95,100,97,98,98,95,94,93,100,96,98,98,96,90,98,97,97,97,95,92,96,99,92,99,97,98,99,100,100,100,98,95,98,99,92,99,99,97,92,92,98,100,99,99,99,96,98,100,98,99,97,97,100,98,99,99,100,97,95,98,100,99,100,98,100,100,98,99,98,97,97,100,100,99,98,100,100,100,99,99,98,98,98,97,97,100,100,100,100,99,100,97,100,99,96,98,100,100,100,99,99,98,97,99,100,100,100,97,97,96,96,99,97,97,99,100,99,98,100,97,99,98,98,99,99,100,99,97,98,100,99,98,100,95,96,100,94,99,99,99,96,99,98,97,98,98,95,100,99,99,100,100,95,100,99,99,97,95,94,100,98,99,100,97,100,97,100,100,100,100,100,98,100,100,99,98,100
79,84,82,81,82,78,79,82,74,87,89,80,83,84,78,82,84,82,92,95,86,96,91,85,91,89,87,90,92,95,91,95,93,86,87,91,92,95,93,95,95,97,95,93,94,92,95,97,93,96,91,89,98,97,96,96,96,95,94,92,96,94,99,98,95,94,94,93,93,92,93,93,97,96,96,98,97,91,91,97,98,99,94,94,96,95,97,96,96,94,95,92,93,94,95,98,96,96,99,99,95,99,98,98,99,98,90,96,98,96,94,96,94,97,96,96,93,99,96,95,94,98,99,95,96,98,98,98,99,96,98,99,98,93,95,97,97,98,96,92,96,97,97,92,95,98,98,100,93,100,95,97,97,97,96,97,100,99,99,98,97,97,99,94,98,98,95,97,96,100,96,97,95,96,99,98,100,98,95,95,97,99,94,96,97,97,95,96,99,99,99,98,90,95,96,95,99,100,98,99,99,97,100,95,98,100,94,98,96,99,98,98,100,95,99,94,98,97,99,100,95,99,97,100,97,97,99,97,97,97,96,97,98,98,99,97,97,98,97,100,99,98,99,100,98,98,95,96,98,100,97,95,98,98,96,100,98,97,99,98,94,98,98,97,99,100,96,99,98,100,97,98,98,96,95,98,94,98,98,99,100,98,98,99,100,98,98,99,99,93,100,98,98,98,89,96,97,99,98,96,100,100,98,100,98,99,100,99,99,98,100,98,98,97,99,100,100,95,100,99,96,98,99,98,100,100,100,99,100,99,99,96,99,100,99,96,99,100,98,98,99,100,99,99,98,100,97,100,99,98,100,100,98,98,99,100,99,100,100,99,99,99,99,100,99,99,100,98,98,100,94,99,96,95,100,100,98,99,100,100,98,98,99,100,98,100,97,98,100,97,100,99,94,99,100,100,100,100,100,100,99,99,100,100,99,99,98,99,98,100,100,99,99,96,98,100,99,99,100,97,99,97,100,100,97,100,96,99,98,99,98,98,97,97,100,100,100,100,100,99,99,98,98,99,98,99,98,98,96,100,97,100,100,98,100,99,99,98,100,99,98,99,98,99,100,98,99,100,99,100,99,100,99,100,97,100,100,100,100,97,98,99,100,99,98,99,99,100,100,99,100,98,100,100,100,100,100,100,100,100
77,81,79,80,81,72,77,70,80,79,85,80,75,71,78,89,77,78,77,89,89,78,79,86,92,86,90,89,96,93,95,90,94,97,98,90,94,82,96,93,91,90,92,98,92,94,92,94,90,90,94,88,94,94,89,95,97,93,96,96,88,95,99,99,99,87,95,96,96,96,94,97,93,96,95,93,96,91,99,93,94,93,97,94,93,95,87,90,94,89,94,97,96,97,98,96,97,94,97,91,96,88,99,91,97,97,97,94,98,97,97,97,89,85,92,92,93,96,98,94,93,95,93,98,97,93,97,94,96,92,97,99,94,89,95,96,94,94,91,96,94,98,94,93,96,95,98,93,98,92,93,95,98,95,93,96,93,90,93,90,89,88,93,92,97,96,96,97,97,91,86,97,92,95,93,87,96,94,96,95,96,96,100,94,98,93,88,94,94,95,93,97,96,97,92,96,98,95,97,97,89,94,97,98,92,86,92,98,98,95,100,96,95,94,95,94,94,97,96,95,94,98,95,99,99,97,94,97,96,98,96,92,93,95,94,98,98,97,93,96,97,98,96,97,95,96,96,95,97,97,93,97,87,99,91,94,94,99,99,96,95,99,97,97,96,95,91,97,99,100,98,97,93,100,98,94,97,91,93,90,93,97,97,94,96,93,97,93,95,93,97,97,89,93,97,96,97,95,97,92,93,98,92,96,94,100,97,98,94,93,95,95,95,96,89,97,98,98,97,93,96,96,98,96,87,97,94,94,97,99,96,94,97,98,97,91,95,95,95,94,97,92,96,98,95,97,98,91,94,93,97,99,96,98,93,97,96,97,94,96,90,97,95,100,96,95,97,92,92,97,97,99,93,95,95,94,96,94,99,94,97,94,98,99,96,99,98,95,98,95,95,97,98,92,96,95,97,95,98,100,99,100,98,98,95,100,95,97,96,97,93,95,97,96,90,96,97,97,97,98,93,99,94,95,99,96,98,94,97,96,99,97,100,93,96,95,97,89,93,96,96,94,95,99,98,94,97,99,95,99,98,95,97,98,93,95,89,98,97,98,96,99,96,94,96,97,94,99,92,96,97,97,99,95,99,98,97,93,97,97,98,99,96,98,94,98,99,95,98,92,97,96,97,94,97,92,86,92,92,97
77,90,77,86,85,78,78,84,78,75,79,77,84,84,76,85,77,81,84,81,77,81,84,86,76,84,80,85,82,95,86,91,87,84,93,93,84,91,91,91,94,96,94,96,95,98,95,96,94,89,88,92,92,93,98,96,97,97,96,98,92,98,98,99,94,96,97,97,94,97,95,99,96,96,99,100,97,97,98,97,94,83,95,96,98,95,91,93,97,98,99,97,97,98,97,98,97,97,97,94,97,98,92,93,95,100,96,97,94,95,96,99,98,92,98,94,94,94,92,96,96,97,93,97,97,96,98,95,96,97,99,96,97,97,98,97,98,99,99,97,98,93,99,98,98,99,96,95,92,99,96,97,99,98,98,100,96,93,95,95,98,95,99,97,100,96,94,100,96,98,95,94,99,99,98,98,98,94,98,96,99,97,97,96,95,99,97,98,93,95,100,94,99,95,97,93,95,97,96,96,86,93,95,99,95,99,97,98,96,99,96,97,99,98,95,100,99,98,98,96,96,99,99,93,93,95,98,98,97,96,95,96,95,100,94,98,100,99,96,99,98,99,99,94,97,96,96,99,96,94,96,98,98,96,99,96,98,97,96,96,98,98,99,96,100,98,95,98,97,95,99,94,100,97,99,98,98,98,97,94,98,96,96,97,99,99,98,98,98,97,98,99,95,100,92,98,98,99,97,96,96,95,96,99,99,93,97,99,98,99,98,97,99,97,97,100,96,98,93,99,98,98,97,99,97,97,98,96,98,97,100,98,98,99,94,99,98,97,100,97,97,96,97,100,97,100,97,97,97,99,98,94,99,98,100,100,99,100,100,99,100,98,99,99,99,100,98,94,98,96,97,98,97,100,98,97,97,98,98,97,95,98,100,100,96,98,98,99,99,98,96,96,97,99,99,98,100,97,98,94,100,100,98,98,98,97,98,96,99,99,96,98,99,100,100,97,99,98,99,98,98,99,98,99,98,99,98,98,98,99,96,100,100,95,99,97,96,99,98,99,98,99,95,96,98,100,99,99,95,97,98,99,99,99,97,97,97,100,100,99,97,97,97,100,99,99,100,97,99,96,100,97,98,99,94,98,98,99,98,100,96,99,99,100,97,98,100,98,100,99,99,98,96,99,97,99,98,96,98,100
78,73,78,83,77,77,78,84,80,80,82,78,84,84,86,82,87,86,77,77,81,77,89,83,80,82,83,87,88,92,86,94,89,95,91,84,86,87,89,81,90,95,96,89,93,95,98,98,91,96,91,98,96,96,92,97,94,97,97,93,98,97,96,95,97,95,98,99,99,97,97,94,95,97,98,94,98,93,96,100,94,96,97,100,99,94,98,99,97,98,97,98,94,97,98,95,97,97,98,98,94,98,97,98,98,99,98,98,98,95,98,98,100,98,96,99,98,96,99,99,96,96,99,99,98,99,96,98,100,98,99,99,87,96,97,98,95,96,93,100,99,96,99,97,99,99,99,98,98,98,98,99,97,100,99,98,100,98,97,92,98,98,96,96,96,98,99,97,94,98,100,98,100,98,99,100,98,99,100,96,100,96,99,96,95,98,99,98,98,100,94,100,99,97,99,98,98,81,97,97,100,98,99,99,98,95,97,98,99,98,100,98,97,97,97,97,99,99,99,97,95,98,100,99,99,100,100,100,100,99,99,98,99,96,100,100,97,97,92,97,96,98,97,99,99,98,97,96,95,96,100,97,99,99,100,98,99,96,98,99,99,99,96,98,98,99,98,99,98,98,100,97,98,100,99,96,95,96,98,98,99,98,99,96,99,97,98,98,100,99,100,100,96,98,98,97,99,98,100,97,100,99,100,100,99,99,100,96,98,95,96,98,98,96,99,99,96,98,99,100,99,97,97,100,100,99,100,98,98,100,99,99,98,98,99,100,99,95,97,100,99,100,99,98,99,99,100,98,95,100,99,98,99,99,99,99,100,98,98,99,97,98,97,99,100,99,97,97,98,100,99,98,98,100,99,100,98,98,97,99,98,99,98,100,99,95,98,99,99,99,100,98,100,98,98,98,98,96,99,98,94,95,100,99,99,99,100,100,98,98,99,100,99,99,99,99,99,100,100,99,97,100,100,100,99,100,98,100,99,97,99,100,97,100,100,100,99,98,100,100,100,100,97,99,99,100,99,99,100,98,100,99,95,99,100,99,98,98,99,98,97,100,99,100,99,100,100,100,100,100,100,100,100,96,98,99,100,100,100,98,99,100,98,100,99,99,100,100,99,99,100,99,100,99,99,100,99,100,99,100
72,83,75,75,80,79,85,81,77,85,85,84,86,72,83,82,80,75,89,89,87,88,93,96,93,86,88,80,90,81,90,92,93,90,90,85,90,93,84,87,83,97,94,87,91,91,94,97,98,98,96,97,91,95,97,95,98,96,91,96,96,95,95,91,96,93,96,98,99,99,98,92,98,96,92,96,93,95,93,95,93,97,97,92,94,95,94,96,98,93,96,92,94,98,96,95,93,94,97,99,95,93,97,92,97,97,99,92,95,96,97,97,89,96,96,96,96,97,95,93,98,97,98,99,98,94,95,93,95,99,96,94,87,93,95,95,97,96,94,96,95,97,98,99,97,91,99,96,99,96,94,98,96,98,96,93,98,97,99,97,95,98,97,96,94,90,97,97,95,99,94,98,96,97,94,97,97,91,97,99,95,98,100,96,98,97,98,96,97,94,93,96,97,98,95,98,97,93,97,97,96,97,97,99,99,95,97,90,94,93,95,98,99,97,96,96,93,90,96,95,98,98,98,96,93,97,100,99,98,99,94,97,98,100,98,97,100,95,89,99,96,99,99,97,93,98,98,99,100,96,97,93,92,99,95,98,95,99,99,98,95,98,98,100,99,98,98,99,98,99,99,98,95,94,95,97,96,98,99,97,98,99,98,100,99,97,96,100,92,96,98,98,99,97,97,98,97,96,96,97,97,98,96,97,98,100,100,99,99,100,100,97,98,97,97,100,98,96,100,97,98,99,100,99,98,98,98,98,98,100,100,93,98,98,98,100,97,100,95,96,99,95,100,98,100,97,100,98,98,99,99,100,99,100,100,99,97,99,98,100,98,97,100,99,98,96,97,99,92,96,100,95,100,98,100,99,99,96,100,98,100,100,97,92,95,99,97,96,99,96,99,98,100,96,97,95,97,99,100,100,97,99,99,100,100,100,95,96,100,99,98,99,99,98,99,97,94,97,97,100,100,100,100,98,99,99,99,99,96,100,99,92,100,100,99,98,99,100,96,98,99,100,92,94,100,100,98,99,99,98,100,99,96,99,99,97,98,100,100,100,100,99,98,97,96,100,98,99,98,100,98,100,99,98,100,97,98,99,98,100,100,99,99,99,100,99,100,97,97,98,99,100,98,99,99,98,99,99,99,98
79,83,79,75,84,77,85,82,83,85,81,80,78,88,76,84,82,76,87,78,77,85,78,81,79,82,79,80,84,80,80,73,90,86,75,84,95,85,91,74,91,92,92,91,85,95,91,92,91,74,82,82,94,80,87,85,84,90,84,92,96,92,96,95,95,95,95,93,96,94,94,96,86,88,93,96,93,98,85,87,90,89,90,94,93,98,97,98,93,95,95,84,94,96,94,96,96,96,88,93,94,96,88,88,98,98,95,99,94,90,98,96,93,88,87,93,96,94,89,91,95,98,93,89,94,94,92,99,95,91,95,91,90,96,94,98,96,95,97,93,98,90,95,88,82,97,91,90,95,90,95,97,97,98,96,97,88,89,97,97,94,99,94,89,93,93,96,98,92,91,97,97,96,99,91,95,94,98,96,87,96,92,92,99,96,94,93,95,92,91,94,90,94,94,91,97,89,94,92,95,97,90,93,98,95,96,88,95,95,89,87,95,94,93,96,93,96,95,92,97,95,93,99,94,92,93,95,96,93,98,97,94,96,95,97,99,99,98,99,96,97,93,96,97,98,96,94,97,98,91,94,91,97,96,97,95,94,96,99,95,96,95,96,98,95,89,95,97,98,94,96,94,96,96,95,99,98,99,96,96,98,94,94,94,96,98,96,96,95,100,94,94,91,93,99,98,98,95,97,94,99,95,97,99,97,99,94,100,97,93,98,94,97,96,95,95,100,99,98,97,98,97,98,97,98,97,97,98,97,97,99,98,98,94,98,99,97,99,98,95,97,95,100,96,97,99,94,99,98,99,98,96,99,100,96,99,96,98,97,96,96,95,98,99,98,94,99,95,96,99,99,95,96,98,100,99,95,97,98,98,98,97,99,97,97,99,97,90,100,98,95,96,98,100,97,98,98,100,99,98,96,100,96,96,98,97,95,98,98,98,98,98,100,96,97,96,98,96,94,99,97,99,98,100,97,98,97,98,97,91,97,99,99,92,95,95,100,95,96,99,99,95,99,97,100,98,100,99,100,97,97,98,97,98,92,98,100,100,98,98,99,99,98,100,99,98,99,100,98,98,98,100,99,99,96,99,99,93,100,94,100,97,98,100,99,98,97,96,98,99,97,98,99,97,98,98,96,99,97,97
73,77,87,79,82,73,85,82,73,80,85,80,82,77,83,81,83,79,76,85,91,93,86,87,87,94,90,84,86,94,94,95,94,90,94,95,91,89,97,92,94,93,94,98,95,92,85,96,88,87,93,94,94,94,94,98,94,94,90,93,97,94,95,95,94,96,84,96,97,93,93,90,90,98,97,98,97,93,94,95,96,98,98,97,98,95,91,89,89,96,89,94,95,95,98,95,86,93,96,97,91,96,94,99,97,96,95,97,98,98,90,98,98,97,96,97,93,94,98,96,97,98,97,97,95,96,96,96,97,97,99,95,92,93,94,94,97,91,96,99,97,99,97,95,94,97,96,98,96,99,98,94,94,97,97,92,98,100,95,97,97,95,99,98,99,97,97,89,96,100,100,94,97,94,95,95,98,97,99,98,93,97,98,94,96,98,98,94,94,91,97,94,93,95,94,96,91,98,96,96,93,99,98,98,96,93,97,93,98,99,99,96,97,90,95,94,92,98,97,99,92,97,90,95,99,99,97,95,95,92,96,95,98,96,97,95,94,91,92,91,96,96,97,94,91,96,93,95,99,96,97,95,96,88,95,93,94,92,89,95,91,94,96,95,99,97,91,94,93,98,92,97,98,96,96,97,98,93,95,96,96,99,95,94,100,90,96,93,99,90,92,97,96,95,99,96,97,93,100,97,95,99,98,95,97,94,96,94,97,97,100,96,98,98,99,97,100,95,96,99,98,94,98,95,97,97,97,97,98,96,98,96,93,96,94,97,96,96,93,94,93,94,94,93,94,90,98,98,89,99,99,95,95,99,98,96,98,99,91,99,99,99,94,92,98,93,97,97,97,93,93,99,97,94,98,95,98,97,91,96,91,98,97,97,97,98,98,98,97,95,97,93,95,95,100,95,93,95,92,89,98,99,91,98,97,98,96,99,96,95,97,97,94,98,96,98,97,97,100,99,96,99,96,97,98,95,96,95,98,98,95,100,93,94,95,96,97,96,98,96,94,97,98,99,100,90,97,93,95,95,93,99,99,99,94,98,97,99,98,98,99,99,100,98,98,98,99,98,95,98,99,97,96,99,99,99,98,95,99,95,95,98,96,95,95,97,99,96,99,97,98,99,94,92,95,96,98,98,97,98
69,74,74,75,78,80,81,76,80,73,82,83,68,73,82,73,79,79,80,80,80,79,80,90,89,88,82,89,91,87,84,89,91,94,98,92,94,94,86,98,95,96,89,96,87,87,88,92,87,85,89,91,87,97,90,98,94,94,97,94,89,84,80,87,92,94,95,93,91,90,94,96,89,91,89,92,93,94,94,91,89,92,99,93,97,95,86,87,96,96,96,94,96,92,95,94,97,96,95,94,98,93,95,95,90,95,100,99,97,95,95,96,97,94,98,98,97,95,100,99,93,98,98,91,96,94,95,93,96,98,97,98,98,96,100,100,97,99,96,96,93,95,97,96,98,96,88,96,98,96,96,96,97,93,99,96,91,92,93,96,98,96,97,97,95,93,95,93,99,98,94,100,95,97,97,99,94,96,90,98,98,94,97,93,98,97,97,98,99,96,95,97,98,98,98,96,93,96,95,99,96,95,95,96,97,100,97,100,97,99,97,98,96,98,95,96,100,99,99,94,97,96,97,97,96,95,98,97,95,97,97,97,95,92,98,96,96,94,99,98,97,95,93,95,92,96,97,98,98,97,91,98,96,96,99,96,98,97,98,93,99,96,94,97,97,93,97,96,98,98,97,97,95,97,96,93,97,96,97,95,97,94,94,96,100,98,98,98,93,98,95,98,97,91,99,98,98,98,100,95,96,95,95,96,96,98,94,94,97,100,99,99,89,97,97,99,94,95,100,97,98,96,92,97,99,92,98,98,96,91,100,97,97,95,94,97,96,99,96,98,98,97,96,88,97,97,97,96,95,96,97,98,96,96,96,96,97,97,99,98,96,96,93,95,99,96,99,98,97,99,96,93,96,97,99,97,99,96,100,94,93,95,99,95,95,99,89,99,97,99,96,96,95,99,95,99,97,96,94,95,95,99,97,99,99,99,99,96,97,92,93,96,97,98,97,98,93,94,99,95,100,99,96,94,99,96,96,96,96,97,96,99,99,98,96,95,93,99,97,94,98,96,96,99,97,98,99,99,96,98,99,97,97,99,99,96,99,98,100,98,94,92,97,95,98,98,97,96,97,99,97,96,94,94,98,97,93,96,98,99,98,97,91,97,95,100,98,97,93,99,96,100,97,96,97,98,96,99,93,99
