episodes,people,maxeplen,learning rate,batch size
1000,4,40,0.0001,512
-2120.0,-1260.0,-2120.0,3380.0,1700.0,2320.0,3120.0,2500.0,2320.0,2920.0,3580.0,-2060.0,-1720.0,-920.0,-1340.0,-2320.0,2100.0,3180.0,1860.0,2700.0,2760.0,2900.0,2440.0,1480.0,1920.0,2020.0,2020.0,2100.0,2840.0,2360.0,2360.0,2840.0,3320.0,2640.0,2480.0,1700.0,2580.0,2840.0,1020.0,2300.0,3100.0,1760.0,2300.0,1780.0,-260.0,2180.0,2300.0,2300.0,3520.0,2040.0,3060.0,2500.0,2300.0,2220.0,2520.0,2240.0,2640.0,2640.0,2980.0,2240.0,3100.0,2060.0,2300.0,-2240.0,2240.0,2840.0,3040.0,2440.0,2720.0,2720.0,1700.0,2300.0,1980.0,3040.0,2680.0,2840.0,2360.0,3180.0,1900.0,2760.0,3040.0,2380.0,2720.0,1900.0,2040.0,2580.0,2700.0,3320.0,3720.0,2760.0,3040.0,2120.0,3060.0,2420.0,2660.0,2220.0,3120.0,3040.0,2720.0,3300.0,2280.0,2400.0,2700.0,3720.0,3060.0,2440.0,1100.0,2440.0,3440.0,3040.0,2220.0,-620.0,2100.0,3320.0,1100.0,3180.0,2840.0,1660.0,2640.0,2040.0,2520.0,3520.0,1160.0,2420.0,1780.0,2640.0,-260.0,2920.0,2920.0,2700.0,2240.0,3020.0,2480.0,2560.0,1320.0,1360.0,2020.0,2420.0,2640.0,3060.0,2920.0,2860.0,2920.0,2220.0,3660.0,2040.0,2500.0,1720.0,2980.0,3040.0,2100.0,3380.0,2360.0,2500.0,2220.0,1280.0,3240.0,2900.0,2780.0,2760.0,2580.0,2980.0,3320.0,2840.0,2040.0,2580.0,3040.0,2920.0,2920.0,880.0,1900.0,3100.0,1820.0,2700.0,3240.0,2360.0,2080.0,2460.0,3120.0,2700.0,2700.0,3120.0,1640.0,2840.0,2700.0,2780.0,2100.0,3040.0,2720.0,2980.0,1980.0,1700.0,3380.0,3600.0,640.0,3040.0,2860.0,2500.0,2860.0,3100.0,1960.0,2560.0,2960.0,1620.0,360.0,3040.0,2760.0,3320.0,2100.0,2300.0,2700.0,3200.0,2580.0,2100.0,3240.0,3380.0,1820.0,3380.0,1680.0,3100.0,2360.0,2420.0,2160.0,1500.0,2560.0,3580.0,2920.0,2440.0,2220.0,2900.0,2580.0,2780.0,-2200.0,2440.0,2900.0,3120.0,2520.0,720.0,3240.0,2240.0,640.0,2700.0,2100.0,3580.0,2620.0,2360.0,2320.0,3460.0,1560.0,1560.0,2440.0,3120.0,1980.0,2840.0,2780.0,2840.0,3180.0,3180.0,2500.0,3040.0,2560.0,1900.0,3520.0,2680.0,2700.0,3180.0,2780.0,3180.0,2160.0,3660.0,3120.0,2660.0,2240.0,2500.0,2120.0,2460.0,2780.0,2880.0,3320.0,2420.0,2640.0,3040.0,2920.0,2580.0,3040.0,2500.0,1900.0,2700.0,2040.0,2840.0,2180.0,3120.0,760.0,2500.0,2080.0,2080.0,3180.0,2180.0,2920.0,2580.0,2720.0,2400.0,2840.0,1580.0,3320.0,2980.0,1300.0,2460.0,2980.0,2640.0,2840.0,2700.0,3440.0,3380.0,1960.0,2840.0,2300.0,2380.0,3040.0,2580.0,2920.0,1780.0,2520.0,2660.0,1820.0,2500.0,2840.0,2160.0,2040.0,3040.0,2700.0,3180.0,3120.0,3600.0,1840.0,3160.0,2700.0,2980.0,2040.0,2180.0,960.0,2660.0,1860.0,2900.0,3100.0,3180.0,2840.0,-720.0,2920.0,2560.0,2640.0,3260.0,3100.0,2520.0,2520.0,2920.0,1340.0,2840.0,-840.0,2520.0,3040.0,3380.0,2840.0,2220.0,2840.0,1760.0,3200.0,2840.0,2300.0,3120.0,2640.0,1940.0,2440.0,2760.0,3180.0,2720.0,3520.0,3460.0,2780.0,-1580.0,2720.0,3520.0,2260.0,2640.0,2980.0,1440.0,3460.0,2120.0,2640.0,3380.0,2140.0,2640.0,2180.0,2080.0,2580.0,1560.0,2420.0,2220.0,2820.0,2840.0,3520.0,2960.0,3040.0,2620.0,2440.0,2760.0,2120.0,2020.0,1780.0,1900.0,2300.0,3100.0,3380.0,2640.0,3260.0,2240.0,3040.0,1500.0,2920.0,2840.0,2360.0,2020.0,2360.0,2300.0,3040.0,2500.0,1100.0,2380.0,2380.0,2780.0,2220.0,1700.0,2840.0,1080.0,2580.0,-1260.0,2720.0,3800.0,2640.0,3320.0,3520.0,2520.0,2900.0,2420.0,3180.0,2340.0,-1320.0,3120.0,2980.0,3120.0,2380.0,2580.0,2500.0,1760.0,2380.0,3580.0,1920.0,3240.0,2920.0,3320.0,1420.0,2640.0,3180.0,3180.0,3120.0,1700.0,2720.0,3520.0,3100.0,1420.0,2420.0,3100.0,3120.0,3180.0,1720.0,1760.0,3240.0,2100.0,2580.0,2980.0,2980.0,3180.0,3260.0,3240.0,2580.0,2700.0,2360.0,3260.0,2900.0,780.0,2640.0,2900.0,2500.0,2700.0,3120.0,2780.0,2440.0,-1680.0,3720.0,2320.0,3040.0,2780.0,1660.0,2040.0,2980.0,2520.0,2220.0,2240.0,2700.0,1640.0,2100.0,2700.0,2840.0,2300.0,3240.0,2440.0,2240.0,2380.0,2900.0,1840.0,2320.0,2840.0,2660.0,2280.0,3100.0,2920.0,1560.0,3320.0,2980.0,2640.0,2380.0,2760.0,2020.0,2900.0,2580.0,2780.0,2580.0,2040.0,2760.0,2840.0,1440.0,2500.0,2100.0,2500.0,2220.0,3200.0,2520.0,2820.0,3100.0,-1720.0,3120.0,2180.0,2560.0,2460.0,3520.0,840.0,3040.0,2640.0,2760.0,3320.0,2780.0,3460.0,2520.0,3120.0,2100.0,2560.0,2240.0,2840.0,2960.0,3240.0,3040.0,2300.0,720.0,2300.0,2520.0,2840.0,3240.0,2640.0,2320.0,3100.0,2980.0,2320.0,2960.0,3040.0,2300.0,2900.0,2520.0,3120.0,2560.0,2700.0,2080.0,2320.0,2760.0,-1460.0,3040.0,3020.0,3520.0,2080.0,2440.0,3460.0,2640.0,2780.0,2320.0,2520.0,2560.0,2980.0,2280.0,2640.0,2840.0,2840.0,2780.0,3000.0,2320.0,2020.0,1780.0,2440.0,2440.0,2500.0,1480.0,2360.0,-3080.0,2460.0,3720.0,3120.0,3260.0,2360.0,2380.0,3320.0,2300.0,1760.0,2380.0,2840.0,980.0,2560.0,3180.0,2640.0,2420.0,2580.0,2660.0,3180.0,2780.0,3320.0,2620.0,2040.0,2100.0,2700.0,1380.0,2620.0,1860.0,2660.0,2720.0,2580.0,2100.0,2980.0,3040.0,2920.0,1580.0,2920.0,2840.0,3160.0,2240.0,3020.0,360.0,2560.0,2840.0,2820.0,2500.0,2780.0,3120.0,3520.0,2120.0,-660.0,3100.0,3120.0,3380.0,3180.0,2020.0,2100.0,2680.0,3180.0,3120.0,2780.0,3320.0,2920.0,2560.0,820.0,2640.0,2180.0,2900.0,3300.0,2500.0,2080.0,2840.0,2380.0,2220.0,3240.0,2440.0,2780.0,2440.0,3580.0,2900.0,1980.0,2420.0,1520.0,2980.0,2500.0,3800.0,2640.0,2960.0,3260.0,1980.0,2700.0,2100.0,3460.0,2700.0,2040.0,3180.0,3320.0,2320.0,3180.0,3180.0,1760.0,2720.0,3660.0,2700.0,2520.0,2700.0,3240.0,2640.0,1760.0,2840.0,3060.0,2480.0,3460.0,2780.0,2700.0,2780.0,2280.0,2380.0,2040.0,2900.0,3460.0,2700.0,2520.0,2100.0,2580.0,2840.0,3180.0,2640.0,2180.0,3440.0,2920.0,3000.0,3120.0,3180.0,2380.0,2420.0,2860.0,2580.0,2500.0,820.0,1700.0,2440.0,2720.0,2140.0,2640.0,2660.0,1560.0,2700.0,1960.0,2300.0,2440.0,3320.0,2680.0,2920.0,3400.0,2760.0,2780.0,2840.0,2920.0,3120.0,2640.0,1880.0,-600.0,2240.0,3600.0,2420.0,2980.0,1840.0,2900.0,2160.0,2180.0,2840.0,1960.0,2640.0,2760.0,2980.0,2440.0,2160.0,2720.0,2040.0,1860.0,2300.0,2440.0,2460.0,3040.0,2580.0,2580.0,1440.0,2980.0,2820.0,2780.0,3040.0,2500.0,2840.0,2100.0,2880.0,2220.0,2240.0,3100.0,2520.0,1960.0,2500.0,2240.0,2420.0,2720.0,3180.0,2920.0,2580.0,2840.0,3320.0,2960.0,3460.0,3100.0,2560.0,2960.0,-1040.0,2720.0,1500.0,2900.0,2160.0,3120.0,3240.0,2720.0,1940.0,3040.0,3040.0,2780.0,2600.0,2760.0,2100.0,3320.0,2980.0,2900.0,3180.0,2480.0,3180.0,3460.0,2780.0,2780.0,3660.0,2020.0,2840.0,1780.0,2840.0,2360.0,3380.0,2980.0,2900.0,2640.0,2640.0,2100.0,2780.0,1840.0,1820.0,2780.0,-580.0,2700.0,2360.0,2460.0,2960.0,2380.0,2780.0,1580.0,2640.0,3120.0,2380.0,3800.0,840.0,2700.0,2640.0,2580.0,2100.0,2980.0,2580.0,2840.0,2120.0,3440.0,2300.0,2980.0,3720.0,2700.0,3720.0,2840.0,3320.0,2640.0,2700.0,2580.0,3120.0,2160.0,3260.0,3260.0,2440.0,1560.0,2700.0,2300.0,3060.0,2900.0,3120.0,1640.0,1380.0,3060.0,2380.0,2440.0,3320.0,2360.0,2440.0,2020.0,2720.0,3040.0,1220.0,2440.0,2920.0,1560.0,2040.0,3200.0,3180.0,2360.0,2920.0,2900.0,2560.0,2280.0,2440.0,2760.0,2900.0,2140.0,2840.0,3460.0,1640.0,2640.0,3100.0,2980.0,2980.0,2440.0,2720.0,2780.0,2700.0,3320.0,2120.0,2840.0,2500.0,2220.0,2120.0,3320.0,2500.0,1840.0,2440.0,1080.0,2840.0,2440.0,3460.0,2360.0,580.0,2160.0,2640.0,2620.0,2300.0,2760.0,3240.0,2580.0,2980.0,2360.0,2640.0,1960.0,2980.0,2920.0,2980.0,2440.0,3040.0,3120.0,2160.0,2760.0,2900.0,1900.0,1840.0,2180.0,3240.0,3040.0,2840.0,2500.0
""
 
2520.0,1580.0,2380.0,2460.0,-1380.0,2920.0,1980.0,-1060.0,1860.0,-2300.0,2720.0,1720.0,2300.0,-3000.0,-1260.0,2960.0,3060.0,2640.0,2180.0,-1740.0,2300.0,2160.0,-1740.0,-720.0,2900.0,560.0,2440.0,980.0,2640.0,2020.0,2500.0,2380.0,2900.0,3120.0,2760.0,2700.0,2020.0,2580.0,3120.0,1900.0,2920.0,2700.0,2560.0,3120.0,1440.0,2820.0,2300.0,-380.0,240.0,2720.0,2840.0,2440.0,2720.0,2840.0,-3260.0,2240.0,-600.0,3120.0,1540.0,2480.0,3720.0,-2860.0,3040.0,2300.0,2640.0,2780.0,2380.0,1840.0,2380.0,2980.0,2920.0,2900.0,2420.0,920.0,2640.0,3100.0,2520.0,3520.0,2260.0,2780.0,2760.0,2640.0,1920.0,3120.0,3180.0,2100.0,3120.0,3100.0,2960.0,2560.0,2700.0,2720.0,1360.0,2640.0,2100.0,2240.0,2840.0,2320.0,2960.0,3000.0,3100.0,2080.0,2440.0,2060.0,2500.0,2500.0,2220.0,2220.0,2500.0,2760.0,2900.0,2840.0,2220.0,2720.0,-1400.0,2980.0,3040.0,2580.0,2240.0,2820.0,2980.0,3600.0,2580.0,2580.0,2820.0,3460.0,3320.0,2900.0,1540.0,2300.0,1640.0,2640.0,3520.0,2760.0,2200.0,3520.0,1020.0,2660.0,2580.0,3120.0,1440.0,2760.0,2700.0,2560.0,3180.0,2840.0,2100.0,2760.0,2380.0,2300.0,2840.0,2900.0,1960.0,1300.0,1600.0,3120.0,2520.0,2700.0,3120.0,2180.0,2160.0,1840.0,3040.0,2560.0,3060.0,3240.0,2780.0,2700.0,3040.0,2520.0,3120.0,2100.0,2500.0,2560.0,3040.0,2900.0,3260.0,2040.0,2840.0,2140.0,3460.0,2840.0,3120.0,2720.0,2860.0,2660.0,-920.0,2360.0,2620.0,2360.0,2380.0,1980.0,3260.0,3040.0,2320.0,2060.0,2420.0,1640.0,3180.0,2780.0,2560.0,3380.0,2520.0,2180.0,2980.0,1900.0,2840.0,3200.0,3260.0,2240.0,1160.0,2100.0,3040.0,3180.0,2560.0,3240.0,3180.0,2500.0,1960.0,2580.0,3320.0,2660.0,1740.0,2520.0,3100.0,3240.0,3060.0,2620.0,2960.0,3040.0,3520.0,2960.0,-180.0,2140.0,2500.0,3100.0,2520.0,2840.0,2080.0,1760.0,2080.0,2960.0,1680.0,2980.0,2960.0,2720.0,3060.0,1760.0,2780.0,1920.0,2700.0,2700.0,3460.0,2900.0,1900.0,2980.0,2760.0,280.0,1840.0,3180.0,2260.0,3040.0,2400.0,2040.0,3100.0,3660.0,2700.0,2700.0,2700.0,1960.0,2220.0,2360.0,1260.0,3460.0,2420.0,2900.0,2840.0,2280.0,2580.0,2700.0,1180.0,1980.0,980.0,-340.0,1980.0,-1260.0,1580.0,2360.0,2540.0,2600.0,2500.0,2160.0,2840.0,2420.0,2720.0,2240.0,1780.0,3240.0,2500.0,2120.0,2020.0,2680.0,3000.0,3240.0,2780.0,2980.0,2720.0,2620.0,-520.0,2180.0,1580.0,1820.0,2700.0,2500.0,3120.0,3520.0,2920.0,-1480.0,2500.0,2700.0,2800.0,2440.0,2640.0,2360.0,2840.0,2780.0,2240.0,2840.0,1260.0,2640.0,2780.0,3580.0,2500.0,1300.0,2500.0,1540.0,2300.0,2840.0,2920.0,2640.0,2980.0,3120.0,2040.0,2720.0,2560.0,2220.0,3580.0,2120.0,3320.0,1940.0,2280.0,2780.0,2700.0,2700.0,2760.0,2640.0,2100.0,3380.0,2120.0,2920.0,3460.0,3180.0,2840.0,1680.0,2340.0,3320.0,3040.0,3120.0,2980.0,2160.0,1520.0,2700.0,2240.0,3580.0,2900.0,2720.0,2440.0,3240.0,2640.0,2500.0,2580.0,2500.0,3180.0,3180.0,2920.0,2720.0,3520.0,-780.0,1300.0,2760.0,2660.0,2580.0,2760.0,2780.0,2980.0,3100.0,3240.0,3100.0,2180.0,2180.0,2500.0,2320.0,2500.0,2320.0,2500.0,1840.0,2180.0,2980.0,2700.0,1820.0,2500.0,2700.0,2840.0,1480.0,2840.0,1300.0,2040.0,2900.0,3180.0,2820.0,2040.0,3520.0,2660.0,1980.0,3200.0,2920.0,1900.0,2340.0,3460.0,2780.0,2840.0,1880.0,2560.0,2500.0,1960.0,2520.0,2900.0,3320.0,2320.0,2100.0,2640.0,-440.0,1900.0,3380.0,1320.0,2300.0,2640.0,2440.0,3460.0,2440.0,2640.0,2960.0,2700.0,3060.0,2240.0,2820.0,700.0,2300.0,2240.0,2560.0,3040.0,2480.0,2560.0,1880.0,2520.0,2560.0,3180.0,3240.0,2580.0,2440.0,3260.0,3120.0,3040.0,3040.0,2860.0,3100.0,2700.0,2620.0,1900.0,2220.0,2580.0,2300.0,1840.0,2840.0,3040.0,2700.0,3440.0,2720.0,3380.0,2780.0,2580.0,2900.0,2580.0,2620.0,2720.0,2160.0,3180.0,3100.0,3120.0,3320.0,1580.0,2380.0,2920.0,1980.0,2780.0,2360.0,2900.0,3040.0,2840.0,2680.0,3160.0,2580.0,2500.0,2640.0,2440.0,3660.0,2700.0,2560.0,2840.0,2780.0,380.0,2780.0,2220.0,3100.0,3600.0,2380.0,2240.0,2800.0,2700.0,2500.0,1900.0,2580.0,3320.0,3060.0,2360.0,2100.0,3320.0,1620.0,1780.0,3100.0,2980.0,2220.0,2300.0,1840.0,2920.0,1820.0,2920.0,2560.0,2180.0,2300.0,2920.0,2640.0,3240.0,3040.0,2780.0,1500.0,3240.0,2220.0,2380.0,3040.0,2220.0,2420.0,2220.0,2320.0,2960.0,2500.0,2300.0,2220.0,2520.0,2180.0,3200.0,2160.0,2900.0,2980.0,3040.0,2680.0,2360.0,2280.0,640.0,2780.0,3020.0,3060.0,2780.0,2100.0,3440.0,2100.0,2240.0,3060.0,2900.0,3600.0,2080.0,2960.0,2080.0,3060.0,2380.0,1560.0,2780.0,1960.0,2040.0,2560.0,2700.0,3180.0,2500.0,2320.0,1700.0,2980.0,3380.0,2900.0,3040.0,2640.0,1760.0,3120.0,2620.0,1900.0,1900.0,520.0,3380.0,1580.0,2380.0,2980.0,2300.0,2720.0,3180.0,1500.0,2980.0,2980.0,2780.0,2040.0,3180.0,3180.0,2240.0,1920.0,2220.0,2380.0,2520.0,2980.0,3180.0,2640.0,2900.0,3660.0,2640.0,2700.0,3160.0,2900.0,2780.0,2960.0,2320.0,2180.0,2500.0,2620.0,3240.0,2840.0,2840.0,2760.0,2700.0,3720.0,3120.0,2240.0,2620.0,3260.0,3040.0,2660.0,3520.0,2520.0,2800.0,2760.0,3380.0,2960.0,2500.0,2220.0,2840.0,2780.0,1880.0,1840.0,1900.0,2160.0,1860.0,3240.0,2980.0,2100.0,2840.0,2840.0,3040.0,2060.0,3100.0,2980.0,3120.0,3260.0,2700.0,3180.0,2960.0,3380.0,2500.0,3320.0,2380.0,-1660.0,3240.0,2520.0,2640.0,2160.0,3120.0,3040.0,2980.0,2500.0,2520.0,2180.0,1880.0,1700.0,2380.0,2560.0,2180.0,3240.0,1980.0,2320.0,2240.0,3260.0,1900.0,2840.0,2180.0,2660.0,1220.0,2440.0,3860.0,2700.0,2700.0,3240.0,2920.0,2160.0,3720.0,2200.0,2260.0,2860.0,2720.0,3040.0,2560.0,1640.0,3100.0,2700.0,2620.0,2840.0,2300.0,2700.0,2440.0,2640.0,2520.0,3180.0,1380.0,2980.0,3380.0,2620.0,1820.0,1820.0,2700.0,2340.0,2640.0,2780.0,1780.0,2980.0,3320.0,1760.0,2180.0,2160.0,2980.0,3460.0,3720.0,1840.0,2440.0,3120.0,2180.0,-2120.0,2840.0,2220.0,2360.0,2100.0,2580.0,2860.0,2100.0,2220.0,3440.0,2280.0,2440.0,2660.0,2020.0,2720.0,2080.0,2640.0,3180.0,1820.0,2780.0,1900.0,2100.0,2760.0,2720.0,-240.0,2840.0,2560.0,2840.0,-520.0,2180.0,2900.0,2700.0,3380.0,2080.0,2440.0,2460.0,3380.0,2700.0,2260.0,1900.0,2500.0,1640.0,3040.0,2520.0,640.0,2980.0,3180.0,2900.0,2980.0,3100.0,1180.0,2660.0,2500.0,1920.0,2480.0,3240.0,2900.0,3120.0,3180.0,2080.0,2720.0,2700.0,2980.0,2180.0,2840.0,3100.0,3320.0,-1140.0,3000.0,2060.0,3120.0,3180.0,3720.0,2900.0,2980.0,2900.0,2900.0,-980.0,640.0,3520.0,3460.0,2280.0,2360.0,2560.0,2700.0,2780.0,3580.0,2720.0,3320.0,2240.0,2920.0,2780.0,1500.0,1840.0,2360.0,3060.0,2620.0,2380.0,2720.0,3380.0,2440.0,2980.0,2300.0,2420.0,2180.0,3120.0,3120.0,2760.0,2420.0,2760.0,2100.0,2380.0,2640.0,2560.0,2380.0,2640.0,2700.0,1560.0,2180.0,2080.0,3120.0,3460.0,2780.0,2960.0,3460.0,2840.0,1760.0,3180.0,2820.0,2520.0,3320.0,2020.0,1760.0,3040.0,2760.0,2360.0,2840.0,2520.0,2640.0,2260.0,3200.0,2240.0,2900.0,3240.0,3240.0,1700.0,2120.0,2860.0,2520.0,2700.0,2980.0,2580.0,760.0,3580.0,2100.0,2120.0,3400.0,2980.0,2720.0,1840.0,2560.0,2900.0,2500.0,1640.0,3320.0,3100.0,3240.0,2520.0,3660.0,2780.0,2980.0,1420.0,2980.0,2840.0,2380.0,1520.0,2620.0,2820.0,2720.0,2440.0,3120.0,1980.0,2900.0,2440.0,1880.0,3520.0,2660.0,2020.0,2380.0,2440.0,2700.0,2640.0,2700.0,2780.0,2580.0,3200.0,1780.0,1160.0,2580.0,2760.0,3440.0,1080.0,2700.0,2420.0,3120.0,2640.0,2100.0,3520.0,2240.0,1840.0,1620.0,2240.0,3520.0,2380.0,2860.0,2380.0,1360.0,2960.0,2520.0,2640.0,3520.0,2900.0,2440.0,2980.0,2100.0,3380.0,2980.0,2820.0,2920.0,2640.0,2840.0
""
 
